,bResult,rResult,blueTopChamp,blueJungleChamp,blueMiddleChamp,blueADCChamp,blueSupportChamp,redTopChamp,redJungleChamp,redMiddleChamp,redADCChamp,redSupportChamp
2271,1,0,Riven,RekSai,Viktor,Sivir,Alistar,Rumble,Gragas,Jayce,Corki,Janna
2272,0,1,Fizz,Gragas,Viktor,Tristana,Nautilus,Irelia,RekSai,Azir,Sivir,Thresh
2273,1,0,Shyvana,Gragas,Viktor,Sivir,Nautilus,Hecarim,RekSai,Cassiopeia,Vayne,Alistar
2274,1,0,Hecarim,Evelynn,Cassiopeia,Vayne,Alistar,Shyvana,RekSai,Viktor,Sivir,Nautilus
2275,0,1,Rumble,Evelynn,Varus,Corki,Janna,Gnar,LeeSin,Leblanc,Sivir,Alistar
2276,1,0,Riven,Nidalee,TwistedFate,Sivir,Alistar,Rumble,RekSai,Viktor,Vayne,Annie
2277,0,1,Vladimir,LeeSin,Viktor,Lucian,Alistar,Maokai,Nidalee,Zed,Corki,Nautilus
2278,1,0,Ryze,RekSai,Viktor,Sivir,Annie,Gragas,LeeSin,Kassadin,Kalista,Kennen
2279,0,1,Hecarim,RekSai,Viktor,Corki,Alistar,Shen,Gragas,Azir,Sivir,Bard
2280,1,0,Shen,Gragas,Azir,Corki,Annie,Hecarim,Ekko,Viktor,Sivir,Alistar
2281,0,1,Maokai,RekSai,Viktor,Vayne,Janna,Rumble,Evelynn,Orianna,Sivir,Nautilus
2282,1,0,Rumble,Evelynn,MasterYi,Corki,Janna,Riven,LeeSin,Fizz,Sivir,Nautilus
2283,1,0,Maokai,Gragas,Lulu,Sivir,Nautilus,Hecarim,Fizz,Ekko,Corki,Thresh
2284,1,0,Maokai,RekSai,Ahri,Lucian,Alistar,Fizz,LeeSin,Karma,Sivir,Nautilus
2285,1,0,Maokai,RekSai,Ahri,Lucian,Annie,Karma,Nidalee,Varus,Sivir,Alistar
2286,1,0,Rumble,RekSai,Varus,Kalista,Annie,Ryze,Evelynn,Viktor,Tristana,Nautilus
2287,0,1,Ryze,Evelynn,Cassiopeia,Lucian,Janna,Rumble,RekSai,Viktor,Sivir,Nautilus
2288,1,0,Hecarim,RekSai,Azir,Corki,Thresh,Shen,Evelynn,Viktor,Sivir,Nautilus
2289,0,1,Hecarim,RekSai,Azir,Corki,Alistar,Maokai,Nunu,Viktor,Sivir,Bard
2290,0,1,Rumble,Gragas,Varus,Corki,Thresh,Maokai,Evelynn,Ekko,Sivir,Nautilus
2291,1,0,Nautilus,Evelynn,Viktor,Corki,Alistar,Maokai,Rengar,TwistedFate,Sivir,Veigar
2292,1,0,Maokai,Gragas,Cassiopeia,Corki,Thresh,Renekton,RekSai,Viktor,Sivir,Annie
2293,0,1,Renekton,RekSai,Viktor,Corki,Janna,Rumble,Evelynn,Cassiopeia,Sivir,Thresh
2294,1,0,Maokai,Evelynn,Viktor,Corki,Nautilus,Rumble,Rengar,Cassiopeia,Sivir,Annie
2295,0,1,Rumble,Gragas,Azir,Sivir,Nautilus,Maokai,Evelynn,Ryze,Tristana,Kennen
2296,0,1,Shen,RekSai,Azir,Corki,Thresh,Nautilus,Evelynn,Viktor,Sivir,Annie
2297,1,0,Maokai,Evelynn,Viktor,Sivir,Annie,Gnar,RekSai,Azir,Corki,Morgana
2298,0,1,DrMundo,LeeSin,Viktor,Sivir,Nautilus,Maokai,Nidalee,Azir,KogMaw,Janna
2299,1,0,Hecarim,Evelynn,Azir,Sivir,Nautilus,Rumble,Nidalee,Varus,Corki,Annie
2300,0,1,Rumble,RekSai,Kassadin,Corki,Alistar,Gnar,Evelynn,Viktor,KogMaw,Janna
2301,1,0,Shen,RekSai,Azir,KogMaw,Thresh,Shyvana,Evelynn,Viktor,Vayne,Alistar
2302,0,1,Rumble,Nidalee,Varus,Sivir,Nautilus,Irelia,Gragas,Azir,Corki,Annie
2303,1,0,Jax,RekSai,Azir,Lucian,Alistar,Rumble,Gragas,Irelia,Corki,Thresh
2304,1,0,Rumble,Evelynn,Ryze,Sivir,Alistar,Maokai,Nidalee,Cassiopeia,Corki,Nautilus
2305,0,1,Hecarim,Evelynn,Viktor,Lucian,Annie,Maokai,Ekko,TwistedFate,Sivir,Nautilus
2306,1,0,Fizz,Ekko,Viktor,Corki,Alistar,Maokai,JarvanIV,Azir,Sivir,Thresh
2307,0,1,Ryze,JarvanIV,Velkoz,Sivir,Alistar,DrMundo,Olaf,Azir,Corki,Janna
2308,1,0,Rumble,Gragas,Viktor,Corki,Braum,Hecarim,RekSai,Azir,Sivir,Nautilus
2309,0,1,Maokai,Gragas,Azir,Tristana,Janna,Rumble,RekSai,Varus,Corki,Nautilus
2310,1,0,Maokai,Evelynn,Viktor,Lucian,Kennen,Rumble,LeeSin,Azir,Sivir,Nautilus
2311,1,0,Maokai,Nunu,Viktor,KogMaw,Janna,Gnar,RekSai,Azir,Tristana,Alistar
2312,0,1,Maokai,LeeSin,Viktor,Corki,Nautilus,Rumble,Evelynn,Orianna,Sivir,Thresh
2313,0,1,Nautilus,LeeSin,Yasuo,Corki,Alistar,Maokai,Gragas,Irelia,Ezreal,Janna
2314,1,0,Fizz,Gragas,Ryze,Corki,Janna,Maokai,Ekko,Ezreal,Sivir,Alistar
2315,0,1,Hecarim,Evelynn,Velkoz,Sivir,Braum,Maokai,Ekko,Azir,Corki,Thresh
2316,0,1,Hecarim,Evelynn,Azir,Tristana,Janna,Rumble,JarvanIV,Ezreal,Sivir,Alistar
2317,1,0,Ryze,Ekko,Azir,KogMaw,Alistar,Maokai,JarvanIV,Varus,Sivir,Janna
2318,1,0,Rumble,RekSai,Ezreal,Sivir,Alistar,Gnar,Ekko,Azir,Draven,Janna
2319,1,0,Maokai,Ekko,Azir,Vayne,Thresh,Gnar,Evelynn,Viktor,Sivir,Alistar
2320,1,0,Shen,Ekko,Azir,KogMaw,Thresh,Gnar,Evelynn,Viktor,Corki,Alistar
2321,1,0,Maokai,Evelynn,TwistedFate,Corki,Alistar,Rumble,LeeSin,Xerath,Sivir,Janna
2322,0,1,Hecarim,Gragas,Cassiopeia,Sivir,Alistar,Maokai,RekSai,Orianna,Corki,Janna
2323,1,0,Fizz,Evelynn,Viktor,Sivir,Kennen,Maokai,Gragas,Ahri,Corki,Annie
2324,1,0,Ryze,Evelynn,Yasuo,Corki,Alistar,Hecarim,Gragas,Kassadin,Sivir,Kennen
2325,1,0,Maokai,LeeSin,Viktor,Sivir,Alistar,Gragas,RekSai,Ezreal,Corki,Thresh
2326,1,0,Maokai,Trundle,Viktor,Sivir,Braum,Vladimir,RekSai,Azir,Corki,Nautilus
2327,0,1,Fizz,RekSai,Viktor,Lucian,Alistar,Maokai,Gragas,Ezreal,Corki,Janna
2328,1,0,Fizz,RekSai,Azir,Sivir,Annie,Maokai,Ekko,Viktor,KogMaw,Alistar
2329,1,0,Maokai,RekSai,Ezreal,Corki,Alistar,Rumble,Evelynn,Viktor,KogMaw,Janna
2330,0,1,Ryze,RekSai,Azir,Corki,Janna,Maokai,Gragas,Viktor,KogMaw,Alistar
2331,1,0,Rumble,RekSai,Ezreal,Graves,Braum,Maokai,Evelynn,Zed,Sivir,Annie
2332,1,0,Maokai,LeeSin,Viktor,Sivir,Annie,Rumble,RekSai,Azir,Graves,Braum
2333,1,0,Shen,RekSai,Azir,KogMaw,Thresh,Maokai,Evelynn,Ezreal,Sivir,Kennen
2334,0,1,Maokai,Evelynn,Cassiopeia,Corki,Janna,Fizz,RekSai,Viktor,KogMaw,Alistar
2335,1,0,Fizz,RekSai,Azir,Corki,Leona,Maokai,Evelynn,Kassadin,Sivir,Annie
2336,1,0,Fizz,RekSai,TwistedFate,KogMaw,Alistar,Maokai,Gragas,Viktor,Corki,Nautilus
2337,1,0,Maokai,Nidalee,Fizz,KogMaw,Alistar,Shen,RekSai,Yasuo,Corki,Annie
2338,0,1,Fizz,Evelynn,TwistedFate,Kalista,Thresh,Shen,Gragas,Viktor,KogMaw,Alistar
2339,1,0,Gnar,RekSai,Orianna,Corki,Alistar,Maokai,Gragas,Viktor,KogMaw,Thresh
2340,1,0,Maokai,Gragas,TwistedFate,Lucian,Kennen,Rumble,RekSai,Ziggs,Corki,Alistar
2341,1,0,Maokai,RekSai,TwistedFate,Lucian,Alistar,Shyvana,Gragas,Viktor,Sivir,Nautilus
2342,0,1,Rumble,Gragas,Jayce,Corki,Janna,Maokai,RekSai,Azir,Sivir,Alistar
2343,0,1,Ryze,JarvanIV,Viktor,Corki,Alistar,Rumble,RekSai,Azir,KogMaw,Thresh
2344,0,1,Rumble,RekSai,Ezreal,Corki,Alistar,Maokai,Ekko,TwistedFate,KogMaw,Braum
2345,1,0,Maokai,Gragas,Cassiopeia,KogMaw,Thresh,Gnar,Ekko,Viktor,Sivir,Alistar
2346,0,1,Gnar,Ekko,Viktor,Corki,Janna,Maokai,RekSai,Cassiopeia,Sivir,Annie
2347,0,1,Gnar,Gragas,Orianna,Ezreal,Annie,Shen,RekSai,Lulu,KogMaw,Braum
2348,0,1,Shen,Gragas,Lulu,Twitch,Thresh,Gnar,Evelynn,Ezreal,Vayne,Alistar
2349,0,1,Shen,Gragas,Azir,Corki,Thresh,Maokai,RekSai,Viktor,Lucian,Annie
2350,1,0,Rumble,Evelynn,Viktor,Ezreal,Braum,Maokai,Ekko,TwistedFate,Corki,Alistar
2351,0,1,Maokai,Evelynn,Ezreal,KogMaw,Braum,Rumble,RekSai,Varus,Corki,Janna
2352,1,0,Maokai,Nidalee,TwistedFate,Sivir,Alistar,Gnar,Gragas,Viktor,KogMaw,Janna
2353,0,1,Maokai,RekSai,Cassiopeia,KogMaw,Alistar,Gnar,Gragas,Viktor,Ezreal,Braum
2354,1,0,Rumble,RekSai,Viktor,Kalista,Annie,Maokai,Gragas,Ezreal,Lucian,Braum
2355,1,0,Hecarim,LeeSin,TwistedFate,Jinx,Thresh,Rumble,Evelynn,Viktor,Corki,Alistar
2356,1,0,Ryze,LeeSin,Viktor,Tristana,Thresh,Rumble,Evelynn,Azir,Kalista,Alistar
2357,1,0,Maokai,Evelynn,Azir,Vayne,Alistar,Gnar,Nidalee,Ezreal,Corki,Braum
2358,1,0,Shen,RekSai,Azir,Sivir,Braum,Gnar,Gragas,Viktor,Vayne,Alistar
2359,1,0,Ryze,Nunu,Azir,KogMaw,Braum,DrMundo,RekSai,TwistedFate,Corki,Alistar
2360,1,0,Maokai,Gragas,Yasuo,KogMaw,Braum,Fizz,RekSai,TwistedFate,Vayne,Janna
2361,1,0,Olaf,RekSai,Azir,Sivir,Alistar,Rumble,Gragas,Jayce,Corki,Braum
2362,0,1,Maokai,Evelynn,Lulu,KogMaw,Braum,Rumble,RekSai,Azir,Sivir,Thresh
2363,0,1,Rumble,Nidalee,Varus,Sivir,Braum,Maokai,RekSai,Azir,Corki,Janna
2364,1,0,Maokai,RekSai,Viktor,Sivir,Alistar,Fizz,LeeSin,Azir,Lucian,Braum
2365,1,0,Hecarim,Gragas,Viktor,Kalista,Janna,Maokai,Nidalee,TwistedFate,Corki,Alistar
2366,1,0,Maokai,Nidalee,Orianna,Vayne,Alistar,Rumble,Gragas,Viktor,Sivir,Braum
2367,0,1,Hecarim,Gragas,Viktor,KogMaw,Janna,Maokai,Nidalee,TwistedFate,Sivir,Annie
2368,0,1,Shen,RekSai,Viktor,Corki,Annie,Maokai,Olaf,Ezreal,Sivir,Leona
2369,1,0,Shen,Evelynn,Ezreal,Sivir,Braum,Maokai,RekSai,Lulu,KogMaw,Thresh
2370,0,1,Hecarim,RekSai,Viktor,Sivir,Thresh,Shen,Gragas,Ezreal,KogMaw,Braum
2371,1,0,Shen,RekSai,Ezreal,KogMaw,Alistar,Rumble,Ekko,Ahri,Jinx,Thresh
2372,1,0,Maokai,RekSai,Viktor,Corki,Thresh,Gnar,Nidalee,Azir,Sivir,Annie
2373,0,1,Maokai,RekSai,Azir,KogMaw,Thresh,Rumble,Elise,Viktor,Sivir,Braum
2374,1,0,Ryze,Gragas,Cassiopeia,Corki,Leona,DrMundo,Nidalee,Viktor,Kalista,Annie
2375,0,1,Rumble,RekSai,Azir,Corki,Annie,Maokai,Ekko,Lulu,KogMaw,Janna
2376,0,1,Gnar,Evelynn,Ezreal,Tristana,Braum,Maokai,Ekko,Viktor,Vayne,Janna
2377,1,0,Rumble,Gragas,Viktor,Vayne,Alistar,Olaf,RekSai,Cassiopeia,Corki,Thresh
2378,1,0,Rumble,RekSai,Viktor,Vayne,Alistar,Maokai,Nidalee,Lulu,Sivir,Braum
2379,1,0,Rumble,RekSai,JarvanIV,Corki,Alistar,Maokai,Gragas,Viktor,KogMaw,Braum
2380,0,1,Maokai,Evelynn,Ryze,Corki,Leona,Gnar,Gragas,Viktor,Sivir,Annie
2381,0,1,Maokai,Nidalee,Ekko,Corki,Annie,Shen,Elise,Viktor,Ezreal,Thresh
2382,0,1,Shen,Gragas,Viktor,Vayne,Janna,Maokai,Nidalee,Ekko,Lucian,Braum
2383,1,0,Riven,RekSai,Viktor,Corki,Alistar,Shen,Gragas,Orianna,Lucian,Braum
2384,0,1,Ryze,RekSai,Viktor,Corki,Alistar,Gnar,Elise,Azir,Lucian,Braum
2385,1,0,Maokai,Elise,Zed,Lucian,Shen,Gnar,Gragas,Viktor,Corki,Thresh
2386,0,1,Hecarim,Fizz,Zed,Lucian,Braum,Rumble,RekSai,Lulu,Vayne,Alistar
2387,1,0,Gnar,Elise,Ahri,KogMaw,Janna,Rumble,LeeSin,Yasuo,Corki,Alistar
2388,1,0,Ryze,LeeSin,Azir,Sivir,Thresh,Gnar,RekSai,Viktor,KogMaw,Janna
2389,1,0,Shen,Elise,Viktor,Lucian,Kennen,Gnar,LeeSin,Azir,Sivir,Thresh
2390,0,1,Gnar,Elise,Azir,Corki,Janna,Lulu,LeeSin,Viktor,Vayne,Thresh
2391,0,1,Shen,Gragas,Viktor,Corki,Alistar,Gnar,RekSai,Azir,Lucian,Annie
2392,1,0,Hecarim,Nidalee,Viktor,Lucian,Alistar,Gnar,Gragas,Lulu,KogMaw,Braum
2393,1,0,Shen,LeeSin,Viktor,Vayne,Janna,Fizz,RekSai,Orianna,KogMaw,Braum
2394,1,0,Fizz,Elise,Lulu,Vayne,Thresh,Jax,LeeSin,Viktor,Lucian,Janna
2395,1,0,Fizz,RekSai,Azir,Sivir,Thresh,Gnar,Gragas,Lux,Vayne,Nautilus
2396,0,1,Ryze,Gragas,Viktor,Corki,Annie,Gnar,LeeSin,Ahri,Lucian,Braum
2397,0,1,Gnar,LeeSin,TwistedFate,Lucian,Thresh,Shen,Ekko,Viktor,Corki,Janna
2398,1,0,Yasuo,Elise,Azir,Corki,Alistar,Gnar,Gragas,Ahri,Lucian,Thresh
2399,1,0,Gnar,LeeSin,Azir,Lucian,Annie,Shen,Evelynn,Viktor,KogMaw,Janna
2400,1,0,Rumble,Evelynn,Azir,Vayne,Alistar,Riven,Gragas,Zed,Lucian,Kennen
2401,1,0,Maokai,Gragas,Azir,Lucian,Thresh,Shen,Evelynn,Viktor,KogMaw,Alistar
2402,0,1,Riven,LeeSin,Viktor,Vayne,Braum,Fizz,RekSai,TwistedFate,Sivir,Annie
2403,0,1,Shen,Elise,Ahri,Vayne,Thresh,Maokai,LeeSin,Viktor,Ashe,Braum
2404,0,1,Shen,Nidalee,Lulu,Kalista,Alistar,Maokai,Elise,Yasuo,Ashe,Braum
2405,1,0,Gnar,RekSai,TwistedFate,Lucian,Kennen,Hecarim,Gragas,Viktor,Corki,Alistar
2406,0,1,Fizz,Gragas,Lulu,Lucian,Annie,Shen,Elise,Cassiopeia,Ashe,Alistar
2407,0,1,Gnar,Elise,TwistedFate,Corki,Annie,Malphite,RekSai,Viktor,Lucian,Janna
2408,1,0,Malphite,Gragas,Yasuo,Ashe,Braum,Shen,Elise,Azir,Ashe,Leona
2409,0,1,Maokai,Evelynn,Viktor,Vayne,Alistar,Shen,Elise,Orianna,KogMaw,Janna
2410,1,0,Shyvana,RekSai,Lulu,Kalista,Kennen,Shen,Evelynn,Orianna,Ashe,Leona
2411,0,1,Maokai,Elise,TwistedFate,KogMaw,Thresh,Gnar,RekSai,Fizz,Ashe,Morgana
2412,1,0,Lulu,RekSai,Ryze,Ashe,Braum,Gnar,Elise,Diana,KogMaw,Alistar
2413,0,1,Rumble,RekSai,Viktor,KogMaw,Alistar,Fizz,Elise,Diana,Corki,Thresh
2414,1,0,Riven,Gragas,Azir,Vayne,Janna,Rumble,LeeSin,Varus,KogMaw,Alistar
2415,1,0,Fizz,Gragas,Viktor,Vayne,Kennen,Maokai,RekSai,Ahri,Sivir,Braum
2416,0,1,Lulu,RekSai,Viktor,KogMaw,Janna,Lulu,Elise,Azir,Ashe,Leona
2417,1,0,Maokai,Elise,Azir,Ashe,Alistar,Gnar,Vi,Leblanc,Corki,Braum
2418,0,1,Fizz,RekSai,Viktor,Ashe,Thresh,Malphite,Elise,Diana,Sivir,Kennen
2419,1,0,Maokai,Elise,Riven,Ashe,Kennen,Gangplank,Gragas,Cassiopeia,Corki,Thresh
2420,1,0,Malphite,RekSai,Gangplank,Kalista,Kennen,Fiora,Elise,Leblanc,Ashe,Alistar
2421,0,1,Maokai,RekSai,Ryze,Kalista,Thresh,Malphite,Evelynn,Viktor,Ashe,Braum
2422,1,0,Malphite,Elise,Orianna,Ashe,Braum,Maokai,RekSai,Viktor,Sivir,Kennen
2423,0,1,Gangplank,Gragas,Viktor,Ashe,Kennen,Maokai,Elise,Orianna,Kalista,Alistar
2424,1,0,Malphite,Elise,Viktor,Vayne,Braum,Maokai,Gragas,Ekko,Kalista,Alistar
2425,1,0,Maokai,Elise,Diana,Jinx,Braum,Fizz,RekSai,Chogath,Sivir,Kennen
2426,1,0,Lulu,RekSai,Diana,Jinx,Alistar,Fizz,Evelynn,Ryze,Ashe,Braum
2427,0,1,Shen,Elise,Azir,Jinx,Alistar,Maokai,Elise,Gangplank,Kalista,Kennen
2428,1,0,Fiora,Gragas,Azir,KogMaw,Alistar,Malphite,Elise,Viktor,Vayne,Braum
2429,0,1,Lulu,Gragas,Orianna,KogMaw,Alistar,Yasuo,Elise,Azir,Ashe,Braum
2430,0,1,Fiora,Gragas,Viktor,Kalista,Alistar,Maokai,Nidalee,TwistedFate,Corki,Braum
2431,1,0,Malphite,Elise,Fizz,Sivir,Thresh,Maokai,Nidalee,Viktor,Ashe,Braum
2432,0,1,Maokai,Kindred,TwistedFate,Ashe,Alistar,TahmKench,RekSai,Corki,Kalista,Thresh
2433,1,0,Gnar,Elise,Viktor,MissFortune,Trundle,Maokai,Kindred,Leblanc,Lucian,Alistar
2434,0,1,Lissandra,RekSai,Leblanc,Kalista,Bard,Fiora,Elise,Lux,Lucian,Shen
2435,1,0,Gangplank,Elise,Kassadin,Lucian,Braum,Gnar,RekSai,Ahri,MissFortune,Trundle
2436,1,0,TahmKench,RekSai,Lux,MissFortune,Bard,Lulu,DrMundo,Leblanc,Tristana,Alistar
2437,0,1,Fiora,Elise,Viktor,Kalista,Thresh,Lissandra,RekSai,Jayce,Corki,Trundle
2438,1,0,Ryze,RekSai,Viktor,Lucian,Trundle,Nautilus,Graves,Gangplank,Corki,Alistar
2439,0,1,Nautilus,Kindred,Azir,Kalista,Thresh,Lissandra,RekSai,Viktor,Lucian,Alistar
2440,1,0,Fiora,Kindred,Viktor,Kalista,Thresh,Lissandra,Elise,Quinn,Lucian,Trundle
2441,0,1,Lissandra,Nidalee,Jayce,MissFortune,Alistar,Fiora,Elise,Viktor,Lucian,Braum
2442,1,0,Quinn,Kindred,Leblanc,Kalista,Alistar,Fiora,RekSai,Viktor,Ashe,Thresh
2443,0,1,Gnar,Elise,Viktor,Kalista,Thresh,Quinn,Kindred,Leblanc,Tristana,Alistar
2444,0,1,Maokai,RekSai,Leblanc,Lucian,Alistar,Olaf,Elise,Lissandra,Kalista,Trundle
2445,1,0,Olaf,RekSai,Cassiopeia,Kalista,Thresh,Maokai,Elise,Viktor,MissFortune,Alistar
2446,1,0,Graves,LeeSin,Corki,MissFortune,Trundle,TahmKench,Kindred,Lulu,Lucian,Alistar
2447,0,1,Quinn,Evelynn,Gangplank,MissFortune,TahmKench,Graves,Elise,Cassiopeia,Ezreal,Alistar
2448,0,1,Lulu,Graves,Gangplank,Ezreal,Alistar,Gnar,Elise,Corki,Lucian,Bard
2449,0,1,Fiora,Elise,TwistedFate,Corki,Bard,Poppy,RekSai,Viktor,Lucian,Thresh
2450,1,0,Poppy,Elise,Viktor,Lucian,Alistar,Gnar,RekSai,Cassiopeia,Corki,Bard
2451,0,1,Hecarim,Elise,Lux,Tristana,Alistar,Lissandra,RekSai,Viktor,Kalista,Thresh
2452,1,0,Quinn,LeeSin,TwistedFate,Kalista,Bard,Nautilus,Kindred,Lux,Lucian,Thresh
2453,0,1,TahmKench,Kindred,Lux,Lucian,Morgana,Poppy,Nidalee,TwistedFate,Ezreal,Alistar
2454,0,1,TahmKench,Kindred,Gangplank,Ezreal,Alistar,Gnar,Elise,Lissandra,Lucian,Shen
2455,0,1,Ryze,RekSai,Lissandra,Lucian,Shen,Kennen,Elise,Varus,Corki,Alistar
2456,1,0,Lissandra,LeeSin,Corki,Ezreal,Alistar,TahmKench,Elise,Leblanc,Lucian,Bard
2457,1,0,TahmKench,Elise,Lulu,Ezreal,Alistar,Gnar,Nidalee,Kindred,Kalista,Morgana
2458,0,1,Trundle,Elise,Jayce,Lucian,Lissandra,Maokai,Kindred,Viktor,Kalista,Alistar
2459,0,1,Fiora,RekSai,Viktor,Corki,Trundle,TahmKench,Elise,Gangplank,Lucian,Thresh
2460,1,0,Fiora,RekSai,Lulu,Lucian,Trundle,Lissandra,Elise,Varus,Corki,Alistar
2461,0,1,Lissandra,LeeSin,Ezreal,Kalista,Thresh,Maokai,RekSai,Viktor,Lucian,Alistar
2462,0,1,TahmKench,Elise,Cassiopeia,Lucian,Alistar,Rumble,RekSai,Corki,Kalista,Thresh
2463,0,1,TahmKench,Graves,Ahri,Ezreal,Alistar,Morgana,RekSai,Corki,Kalista,Thresh
2464,1,0,Gnar,Nidalee,Corki,Ezreal,Alistar,Malphite,Elise,Varus,Kalista,Thresh
2465,1,0,Gnar,RekSai,Lissandra,Lucian,Thresh,Poppy,Elise,Ezreal,Corki,Alistar
2466,0,1,Shen,Elise,Kassadin,Lucian,Alistar,Gnar,RekSai,Viktor,Corki,Thresh
2467,0,1,TahmKench,RekSai,Viktor,Lucian,Bard,Fiora,Nidalee,Lulu,Tristana,Trundle
2468,1,0,Poppy,Elise,Viktor,Lucian,TahmKench,Lissandra,Kindred,Lux,Kalista,Trundle
2469,1,0,Poppy,RekSai,Viktor,Kalista,Thresh,Lulu,Rengar,Corki,Tristana,Alistar
2470,0,1,Ryze,Nidalee,Corki,Ezreal,Trundle,Poppy,RekSai,Lulu,Kalista,Alistar
2471,0,1,Quinn,RekSai,Lulu,Kalista,Alistar,Poppy,Elise,Lissandra,Ezreal,Trundle
2472,0,1,Poppy,RekSai,Lissandra,Ezreal,Trundle,Fiora,Elise,TwistedFate,Kalista,Alistar
2473,1,0,Poppy,Graves,Viktor,Kalista,Alistar,TahmKench,Elise,Quinn,Ezreal,Trundle
2474,1,0,Gangplank,RekSai,Viktor,Kalista,Trundle,Poppy,Elise,TwistedFate,Ezreal,Alistar
2475,0,1,Maokai,Elise,TwistedFate,Kalista,Thresh,Gnar,RekSai,Viktor,Lucian,Alistar
2476,1,0,Poppy,Graves,Ahri,Kalista,Alistar,Gnar,RekSai,Corki,Tristana,Thresh
2477,0,1,Olaf,RekSai,Cassiopeia,Tristana,Alistar,Poppy,LeeSin,Lulu,Kalista,Trundle
2478,1,0,Fiora,Elise,TwistedFate,Kalista,Alistar,TahmKench,Nidalee,Lux,Ezreal,Trundle
2479,1,0,Trundle,Nidalee,Lulu,Kalista,Thresh,Poppy,Graves,Viktor,Corki,Bard
2480,1,0,Poppy,Elise,Viktor,Kalista,Alistar,TahmKench,Graves,Lux,Corki,Braum
2481,1,0,Ryze,Graves,Lulu,Lucian,Trundle,Poppy,Nidalee,Viktor,Sivir,Alistar
2482,0,1,Lulu,Graves,TwistedFate,Sivir,Alistar,Poppy,Nidalee,Corki,Lucian,TahmKench
2483,1,0,Fiora,Elise,TwistedFate,Corki,Alistar,Lissandra,RekSai,Viktor,Lucian,Thresh
2484,0,1,Poppy,Elise,Viktor,Tristana,Trundle,Gangplank,Graves,Leblanc,Lucian,Alistar
2485,1,0,Gangplank,Graves,Lissandra,Kalista,Trundle,Poppy,Elise,Lulu,Lucian,Alistar
2486,0,1,Poppy,Nidalee,Lissandra,Kalista,Trundle,Morgana,Graves,Lulu,Lucian,Alistar
2487,0,1,Nautilus,RekSai,Ryze,Lucian,Braum,Poppy,Nidalee,Zilean,Corki,Alistar
2488,1,0,Fiora,Graves,Zilean,Corki,Alistar,TahmKench,Nidalee,Viktor,Kalista,Poppy
2489,1,0,Nautilus,Elise,TwistedFate,Corki,Bard,Poppy,Nidalee,Viktor,Lucian,Trundle
2490,1,0,Gangplank,Nidalee,Syndra,Lucian,Bard,Fiora,Elise,Viktor,Jinx,Thresh
2491,1,0,Nautilus,Elise,Corki,Ezreal,Bard,Poppy,Graves,Leblanc,Lucian,Alistar
2492,0,1,Lissandra,Elise,Lulu,Lucian,Trundle,Fiora,Nidalee,Viktor,Kalista,Bard
2493,0,1,Lulu,Graves,Corki,Lucian,Braum,Gnar,Nidalee,TwistedFate,Kalista,Thresh
2494,0,1,Lissandra,RekSai,Zed,Corki,Trundle,Quinn,Elise,Lulu,Kalista,Alistar
2495,0,1,Fiora,Elise,Lulu,Lucian,Trundle,Poppy,Graves,Corki,Ezreal,Braum
2496,1,0,Gangplank,RekSai,Lulu,Tristana,Alistar,Poppy,Graves,Zilean,Lucian,Bard
2497,0,1,Lulu,RekSai,Viktor,Kalista,Braum,Lissandra,Graves,TwistedFate,Tristana,Thresh
2498,0,1,Ryze,RekSai,Viktor,Lucian,Thresh,Gnar,Graves,Lissandra,Corki,Bard
2499,0,1,Morgana,RekSai,Viktor,Kalista,Thresh,Lissandra,Graves,Zilean,Lucian,Trundle
2500,0,1,TahmKench,Nidalee,Viktor,Ezreal,Alistar,Ryze,RekSai,Corki,Lucian,Thresh
2501,1,0,Fiora,Nidalee,Lux,Lucian,Bard,Poppy,Graves,Lissandra,Corki,Alistar
2502,0,1,Fiora,Elise,Lulu,Ezreal,Bard,Quinn,LeeSin,Lissandra,Lucian,Alistar
2503,0,1,Fiora,Graves,Corki,Lucian,Alistar,Gangplank,Elise,TwistedFate,Kalista,Thresh
2504,1,0,Poppy,RekSai,Corki,Ezreal,Bard,Fiora,Nidalee,Lulu,Lucian,Alistar
2505,1,0,Kennen,Nocturne,Lissandra,Ashe,Alistar,Poppy,Nidalee,Lux,Corki,Braum
2506,0,1,Fiora,RekSai,Corki,Kalista,Thresh,Lissandra,Nidalee,TwistedFate,Lucian,Alistar
2507,1,0,Fiora,Graves,Lulu,Lucian,Thresh,Gangplank,Nidalee,Viktor,Ezreal,Alistar
2508,1,0,Lissandra,Elise,Corki,Lucian,Braum,Poppy,Graves,Viktor,Ezreal,Thresh
2509,1,0,Gnar,Graves,Lulu,Kalista,Braum,Lissandra,Elise,Corki,Ezreal,Thresh
2510,1,0,Gangplank,LeeSin,Corki,Kalista,Thresh,Poppy,Graves,Viktor,Lucian,Alistar
2511,0,1,Gangplank,Graves,Lux,Kalista,Braum,Quinn,Elise,Lulu,Lucian,Thresh
2512,0,1,Quinn,Graves,TwistedFate,Kalista,Thresh,Gangplank,LeeSin,Lissandra,Ezreal,Alistar
2513,0,1,Poppy,Graves,Corki,Ezreal,Bard,Rammus,Rumble,Lulu,Kalista,Thresh
