id,	champion,	name,	description,	effect,	cost,	range
3,	7,	'Ethereal Chains',	'LeBlanc flings illusionary chains towards a target location. If it hits an enemy unit, it will deal initial magic damage and slow their movement speed by 25%. If the target remains shackled for 2 seconds, the target takes additional magic damage and is unable to move.',	'LeBlanc flings illusionary chains towards a target location. If it hits an enemy unit, it will deal 40/65/90/115/140 (+0.5) initial magic damage and slow their movement speed by 25%. If the target remains shackled for 2 seconds, the target takes an additional 40/65/90/115/140 (+0.5) magic damage and is unable to move for 1/1.3/1.6/1.9/2.2 second(s).',	'80 Mana',	925
4,	7,	'Mimic',	'LeBlanc can cast a more potent version of the previous spell she cast.',	'LeBlanc can cast the previous spell she cast. The mimicked spell deals 10/25/40% increased damage.',	'100/50/ Mana',	0
5,	7,	'Mirror Image',	'When LeBlanc drops below 40% Health, she becomes invisible for 0.5 seconds. When the invisibility fades, she creates a Mirror Image that deals no damage and lasts for up to 8 seconds.Mirror Image has a 1 minute cooldown.Mirror Image can be controlled by holding the Alt key and using the right mouse button.',	'',	'',	0
1,	64,	'Sonic Wave / Resonating Strike',	'Sonic Wave: Lee Sin projects a discordant wave of sound to locate his enemies, dealing physical damage to the first enemy it encounters. If Sonic Wave hits, Lee Sin can cast Resonating Strike for the next 3 seconds.Resonating Strike: Lee Sin dashes to the enemy hit by Sonic Wave, dealing physical damage plus 8% of their missing health.',	'Sonic Wave: Lee Sin projects a discordant wave of sound to locate his enemies, dealing 50/80/110/140/170 (+0.9) physical damage to the first enemy it encounters. If Sonic Wave hits, Lee Sin can cast Resonating Strike for the next 3 seconds.Resonating Strike: Lee Sin dashes to the enemy hit by Sonic Wave, dealing 50/80/110/140/170 (+0.9) physical damage plus 8% of their missing Health (Max: 400 damage vs. Monsters).',	'50 Energy / 30 Energy',	1000
2,	64,	'Safeguard / Iron Will',	'Safeguard: Lee Sin rushes towards a target ally, shielding them both from damage. After using Safeguard, Lee Sin can cast Iron Will for the next 3 seconds.Iron Will: Lee Sin's intense training allows him to thrive in battle. For 5 seconds, Lee Sin gains Life Steal and Spell Vamp.',	'Safeguard: Lee Sin rushes towards a target ally, shielding them both for 40/80/120/160/200 (+0.8) damage over the next 5 seconds. After using Safeguard, Lee Sin can cast Iron Will for the next 3 seconds.Iron Will: Lee Sin's intense training allows him to thrive in battle. For 5 seconds, Lee Sin gains 5/10/15/20/25% Life Steal and Spell Vamp.',	'50 Energy / 30 Energy',	700
3,	64,	'Tempest / Cripple',	'Tempest: Lee Sin smashes the ground sending out a shockwave that deals magic damage and reveals enemy units hit. If Tempest hits an enemy, Lee Sin can cast cripple for the next 3 seconds.Cripple: Lee Sin cripples nearby enemies revealed by Tempest, reducing their Movement and Attack Speed for 4 seconds. Movement and Attack Speed recover gradually over the duration.',	'Tempest: Lee Sin smashes the ground, sending out a shockwave that deals 60/95/130/165/200 (+1.0) magic damage and reveals enemy units hit for 4 seconds. If Tempest hits an enemy, Lee Sin can cast Cripple for the next 3 seconds.Cripple: Lee Sin cripples nearby enemies revealed by Tempest for 4 seconds, reducing their Movement and Attack Speed by 20/30/40/50/60%. Movement and Attack Speed recover gradually over the duration.',	'50 Energy / 30 Energy',	350
4,	64,	'Dragon's Rage',	'Lee Sin performs a powerful roundhouse kick launching his target back, dealing physical damage to the target and any enemies they collide with. Enemies the target collides with are knocked into the air for a short duration. This technique was taught to him by Jesse Perring, although Lee Sin does not kick players off the map.',	'Lee Sin performs a powerful roundhouse kick launching an enemy champion back, dealing 200/400/600 (+2.0) physical damage to the target and any enemies they collide with. Enemies the target collides with are knocked into the air for a short duration.',	'No Cost',	375
5,	64,	'Flurry',	'After Lee Sin uses an ability, his next 2 basic attacks gain 40% Attack Speed and return 15 Energy each.',	'',	'',	0
1,	89,	'Shield of Daybreak',	'Leona uses her shield to perform her next basic attack, dealing bonus magic damage and stunning the target.',	'The next basic attack deals an additional 40/70/100/130/160 (+0.3) magic damage and stuns an enemy for 1.25 seconds.',	'45/50/55/60/65 Mana',	0
2,	89,	'Eclipse',	'Leona raises her shield to gain Armor and Magic Resistance.  When the duration first ends, if there are nearby enemies she will deal magic damage to them and prolong the duration of the effect.',	'Gains 30/40/50/60/70 bonus Armor and Magic Resist for 3 seconds. When the effect ends, nearby enemies struck take 60/110/160/210/260 (+0.4) magic damage and Leona retains her bonus Armor and Magic Resist for 3 seconds.',	'60 Mana',	450
3,	89,	'Zenith Blade',	'Leona projects a solar image of her sword, dealing magic damage to all enemies in a line. When the image fades, the last enemy champion struck will be briefly immobilized and Leona will dash to them.',	'Strikes all enemies in a line dealing 60/100/140/180/220 (+0.4) magic damage. The last enemy Champion struck will be briefly rooted and Leona will dash to them.',	'60 Mana',	875
4,	89,	'Solar Flare',	'Leona calls down a beam of solar energy, dealing damage to enemies in an area.  Enemies in the center of the area are stunned, while enemies on the outside are slowed.',	'Calls down a radiant beam of solar energy dealing 150/250/350 (+0.8) magic damage and slowing enemies by 80% for 1.5 seconds.  Enemies in the center of the flare are stunned instead of slowed.',	'100/150/200 Mana',	1200
5,	89,	'Sunlight',	'Damaging spells afflict enemies with Sunlight for 3.5 seconds. When allied Champions deal damage to those targets, they consume the Sunlight debuff to deal additional magic damage.',	'',	'',	0
1,	117,	'Glitterlance',	'Pix and Lulu each fire a bolt of magical energy that heavily slows all enemies it hits. An enemy can only be damaged by one bolt.',	'Lulu and Pix each fire a piercing bolt dealing 80/125/170/215/260 (+0.5) magic damage, slowing enemies hit by 80% for 1/1.25/1.5/1.75/2 second(s). This slow decays over time.An enemy can only be damaged by one bolt.',	'40/50/60/70/80 Mana',	925
2,	117,	'Whimsy',	'If cast on an ally, grants them movement speed and ability power for a short time. If cast on an enemy, turns them into an adorable critter that can't attack or cast spells.',	'On Ally Cast: Target ally gains 35% Movement Speed and 20/30/40/50/60 Ability Power for 5 seconds.On Enemy Cast: Polymorphs an enemy champion for 1.5/1.75/2/2.25/2.5 seconds, disabling their ability to attack or cast spells and reducing their base movement speed by 60.',	'65/70/75/80/85 Mana',	650
3,	117,	'Help, Pix!',	'If cast on an ally, commands Pix to jump to an ally and shield them. He then follows them and aids their attacks. If cast on an enemy, commands Pix to jump to an enemy and damage them. He then follows them and grants you vision of that enemy.',	'On Ally Cast: Commands Pix to jump to an ally and then follow and aid their attacks instead of Lulu's for 6 seconds. Upon arrival, Pix shields them from 60/105/150/195/240 (+0.6) damage for 6 seconds.On Enemy Cast: Pix deals 80/130/180/230/280 (+0.6) magic damage to target enemy unit. Pix then follows and grants vision of them for 6 seconds. ',	'60/70/80/90/100 Mana',	650
4,	117,	'Wild Growth',	'Lulu enlarges an ally, knocking nearby enemies into the air and granting the ally a large amount of bonus health. For the next few seconds, that ally gains an aura that slows nearby enemies.',	'Lulu enlarges her ally, knocking nearby enemies into the air. For 7 seconds, her ally gains 300/450/600 (+0.5) bonus health and slows nearby enemies by 30/45/60% for 1 seconds.',	'150 Mana',	900
5,	117,	'Pix, Faerie Companion',	'Pix is a wild Faerie that accompanies Lulu. Pix will fire a barrage of magical energy at targets that Lulu attacks.',	'',	'',	0
1,	99,	'Light Binding',	'Lux releases a sphere of light that binds and deals damage to up to two enemy units.',	'Fires a ball of light, rooting the first enemy hit for 2 seconds and dealing 60/110/160/210/260 (+0.7) magic damage. The second enemy receives 50% of the effect.',	'50/60/70/80/90 Mana',	1175
2,	99,	'Prismatic Barrier',	'Lux throws her wand and bends the light around any friendly target it touches, protecting them from enemy damage.',	'Throws Lux's wand to a target location and back, protecting herself and all allied Champions it touches from 80/105/130/155/180 (+0.35) damage for 3 seconds.',	'60 Mana',	1075
3,	99,	'Lucent Singularity',	'Fires an anomaly of twisted light to an area, which slows nearby enemies. Lux can detonate it to damage enemies in the area of effect.',	'Creates a zone that slows enemies by 20/24/28/32/36%. After 5 seconds the zone detonates dealing 60/105/150/195/240 (+0.6) magic damage.Activate again to detonate early.',	'70/85/100/115/130 Mana',	1100
4,	99,	'Final Spark',	'After gathering energy, Lux fires a beam of light that deals damage to all targets in the area.  In addition, triggers Lux's passive ability and refreshes the Illumination debuff duration.',	'Channels a dazzling ray of light dealing 300/400/500 (+0.75) magic damage to all enemies in a line. Final Spark ignites and refreshes the Illumination debuff. ',	'100 Mana',	3000
5,	99,	'Illumination',	'Lux's damaging spells charge the target with energy for 6 seconds.  Lux's next attack ignites the energy, dealing bonus magic damage (depending on Lux's level) to the target.',	'',	'',	0
1,	54,	'Seismic Shard',	'Using his primal elemental magic, Malphite sends a shard of the earth through the ground at his foe, dealing damage upon impact and stealing movement speed for 4 seconds.',	'Deals 70/120/170/220/270 (+0.6) magic damage and steals 14/17/20/23/26% Movement Speed from the target for 4 seconds.',	'70/75/80/85/90 Mana',	625
2,	54,	'Brutal Strikes',	'Malphite starts to hit with such force that his attacks deal damage to all units in front of him. Activating Brutal Strikes greatly increases his Armor and Attack Damage for a short amount of time.',	'Passive: Malphite's basic attacks hit units near his target for 30/38/46/54/62% of his Attack Damage.Active: Malphite's Armor and Attack Damage increase by 20/25/30/35/40% for 6 seconds.',	'50/55/60/65/70 Mana',	0
3,	54,	'Ground Slam',	'Malphite slams the ground sending out a shockwave that deals magic damage based on his Armor as damage and reduces the Attack speed of enemies for a short duration.',	'Malphite slams the ground dealing 60/100/140/180/220 (+0.3) (+0.2) magic damage to surrounding enemies, reducing their Attack Speed by 30/35/40/45/50% for 3 seconds.This ability gains damage equal to 30% of Malphite's Armor.',	'50/55/60/65/70 Mana',	400
4,	54,	'Unstoppable Force',	'Malphite ferociously charges to a location, damaging enemies and knocking them into the air.',	'Malphite charges toward the target area, dealing 200/300/400 (+1) magic damage and knocking enemies into the air for 1.5 seconds.',	'100 Mana',	1000
5,	54,	'Granite Shield',	'Malphite is shielded by a layer of rock which absorbs damage up to 10% of his maximum Health. If Malphite has not been hit for 10 seconds, this effect recharges.',	'',	'',	0
1,	90,	'Call of the Void',	'Malzahar opens up two portals to the void.  After a short delay, they fire projectiles that deal magic damage and silence enemy champions.',	'Malzahar opens two portals to the void. After a short delay, they fire projectiles that deal 80/135/190/245/300 (+0.8) magic damage and silence champions for 1.4/1.8/2.2/2.6/3 seconds.',	'80/90/100/110/120 Mana',	900
2,	90,	'Null Zone',	'Malzahar creates a zone of negative energy which damages enemies that stand in it.',	'Malzahar creates a zone of negative energy for 5 seconds. The zone damages nearby enemies for 4/5/6/7/8% (+0.01%) of their max health each second (damage to Monsters is capped at 120 damage per second).',	'90/100/110/120/130 Mana',	800
3,	90,	'Malefic Visions',	'Malzahar infects his target's mind with cruel visions of their demise, dealing damage each second. If the target dies while afflicted by the visions, they pass on to a nearby enemy unit and Malzahar gains mana.  Malzahar's Voidlings are attracted to affected units.',	'Malzahar infects his target's mind, dealing 80/140/200/260/320 (+0.8) magic damage over 4 seconds.If the target dies during this time, the visions pass to a nearby enemy and Malzahar gains 10/14/18/22/26 mana.Malzahar's Voidlings are attracted to affected units.',	'60/75/90/105/120 Mana',	650
